source_id,source_name,country,title,url,price_eur,year,category,size,weight_range,condition,date_listed,date_found
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A Dudek run&fly 18 55-108kg Listovaný Odlehčeno Žádné SIV Nekoupáno Křídlo EN A Dudek run&fly 18 55-108kg List,https://paragliding-bazar.cz/cs/offering/dudek-runfly-18-55-108kg-concertinas-lightened-no-sivs-n-6348/,,2019.0,EN A,18,,Jako nové (0-50h),,2026-04-28
bazos_cz,Bazoš CZ – křídla,CZ,Sky Country Discovery 5,https://sport.bazos.cz/inzerat/217961692/sky-country-discovery-5.php,,2026.0,,,,,,2026-04-28
paragliding_store_at,Paragliding Store AT – Used,AT,Advance Epsilon 8 25,https://www.paragliding-store.at/shop/gebrauchtmarkt-used-stuff/used-paragliders/,980.0,2016.0,,25,70kg-100kg,sehr guter Zustand -->kleine geklebte St,,2026-04-28
paragliding_store_at,Paragliding Store AT – Used,AT,Advance PI 2 23,https://www.paragliding-store.at/shop/gebrauchtmarkt-used-stuff/used-paragliders/,980.0,2020.0,,23,65kg-110kg,"gebraucht guter Zustand, neuer Check sie",,2026-04-28
paragliding_store_at,Paragliding Store AT – Used,AT,Ozone Zeolite GT,https://www.paragliding-store.at/shop/gebrauchtmarkt-used-stuff/used-paragliders/,1250.0,2020.0,,MS,80kg-95kg,sehr guter Zustand  --> sehr sehr gepfle,,2026-04-28
paragliding_store_at,Paragliding Store AT – Used,AT,Advance PI 3 21 white,https://www.paragliding-store.at/shop/gebrauchtmarkt-used-stuff/used-paragliders/,1690.0,2021.0,,21,,gebraucht guter Zustand --> neuer Check,,2026-04-28
paragliding_store_at,Paragliding Store AT – Used,AT,Gin Bonanza 3 Kommissionsverkauf,https://www.paragliding-store.at/shop/gebrauchtmarkt-used-stuff/used-paragliders/,1490.0,2024.0,,XXS,60kg-75kg,sehr gut  --> neuer Check siehe Bilder -,,2026-04-28
paragliding_store_at,Paragliding Store AT – Used,AT,Niviuk Artik 7 P 24,https://www.paragliding-store.at/shop/gebrauchtmarkt-used-stuff/used-paragliders/,3450.0,,,24,85kg-105kg,sehr gut/neuwertig --> 24 Flüge  --> kei,,2026-04-28
paragliding_store_at,Paragliding Store AT – Used,AT,Niviuk Artik 7 P 22,https://www.paragliding-store.at/shop/gebrauchtmarkt-used-stuff/used-paragliders/,3490.0,2025.0,,22,65kg-85kg,sehr gut/neuwertig --> 27 Flüge  --> kei,,2026-04-28
paragliding_store_at,Paragliding Store AT – Used,AT,Advance Sigma 12 28,https://www.paragliding-store.at/shop/gebrauchtmarkt-used-stuff/used-paragliders/,3650.0,2024.0,,28,105kg-128kg,sehr guter Zustand  --> 12 Flüge mit 3h,,2026-04-28
paragliding_store_at,Paragliding Store AT – Used,AT,Niviuk Hook 6 P 20,https://www.paragliding-store.at/shop/gebrauchtmarkt-used-stuff/used-paragliders/,1940.0,2024.0,,20,55kg-70kg,sehr gut --> 38 Flüge  --> keine Beschäd,,2026-04-28
